"PROD_ID","CUST_ID","TIME_ID","CHANNEL_ID","PROMO_ID","QUANTITY_SOLD","AMOUNT_SOLD","LAST_UPDATE_DATE"
121,13187,24-JAN-02,3,351,1,10.81,
121,13440,24-JAN-02,3,351,1,10.81,
121,30787,24-JAN-02,3,351,1,10.81,
116,654,24-JAN-02,3,351,1,13.02,
116,2182,24-JAN-02,3,351,1,13.02,
116,2580,24-JAN-02,3,351,1,13.02,
116,3332,24-JAN-02,3,351,1,13.02,
116,11942,24-JAN-02,3,351,1,13.02,
125,654,24-JAN-02,3,351,1,15.67,
125,1081,24-JAN-02,3,351,1,15.67,
125,2580,24-JAN-02,3,351,1,15.67,
125,6930,24-JAN-02,3,351,1,15.67,
125,11942,24-JAN-02,3,351,1,15.67,
118,654,24-JAN-02,3,351,1,16.66,
118,2182,24-JAN-02,3,351,1,16.66,
118,2580,24-JAN-02,3,351,1,16.66,
118,6930,24-JAN-02,3,351,1,16.66,
118,11942,24-JAN-02,3,351,1,16.66,
124,27,24-JAN-02,3,351,1,18.34,
124,654,24-JAN-02,3,351,1,18.34,
124,1798,24-JAN-02,3,351,1,18.34,
124,2545,24-JAN-02,3,351,1,18.34,
124,3211,24-JAN-02,3,351,1,18.34,
124,6511,24-JAN-02,3,351,1,18.34,
124,6841,24-JAN-02,3,351,1,18.34,
124,6930,24-JAN-02,3,351,1,18.34,
124,7390,24-JAN-02,3,351,1,18.34,
124,9041,24-JAN-02,3,351,1,18.34,
124,9238,24-JAN-02,3,351,1,18.34,
124,10795,24-JAN-02,3,351,1,18.34,
124,11942,24-JAN-02,3,351,1,18.34,
124,43773,24-JAN-02,3,351,1,18.34,
114,2182,24-JAN-02,3,351,1,18.67,
120,1782,24-JAN-02,3,351,1,51.36,
120,1798,24-JAN-02,3,351,1,51.36,
120,2139,24-JAN-02,3,351,1,51.36,
120,2470,24-JAN-02,3,351,1,51.36,
120,2506,24-JAN-02,3,351,1,51.36,
120,2545,24-JAN-02,3,351,1,51.36,
120,2802,24-JAN-02,3,351,1,51.36,
120,3060,24-JAN-02,3,351,1,51.36,
120,3130,24-JAN-02,3,351,1,51.36,
120,3474,24-JAN-02,3,351,1,51.36,
120,3718,24-JAN-02,3,351,1,51.36,
120,4116,24-JAN-02,3,351,1,51.36,
120,5381,24-JAN-02,3,351,1,51.36,
120,5643,24-JAN-02,3,351,1,51.36,
120,6016,24-JAN-02,3,351,1,51.36,
120,6037,24-JAN-02,3,351,1,51.36,
120,6205,24-JAN-02,3,351,1,51.36,
120,6511,24-JAN-02,3,351,1,51.36,
120,6841,24-JAN-02,3,351,1,51.36,
120,6930,24-JAN-02,3,351,1,51.36,
120,7390,24-JAN-02,3,351,1,51.36,
120,7526,24-JAN-02,3,351,1,51.36,
120,8102,24-JAN-02,3,351,1,51.36,
120,8423,24-JAN-02,3,351,1,51.36,
120,9041,24-JAN-02,3,351,1,51.36,
120,10577,24-JAN-02,3,351,1,51.36,
120,10584,24-JAN-02,3,351,1,51.36,
120,10965,24-JAN-02,3,351,1,51.36,
120,10986,24-JAN-02,3,351,1,51.36,
120,11201,24-JAN-02,3,351,1,51.36,
120,11942,24-JAN-02,3,351,1,51.36,
120,13440,24-JAN-02,3,351,1,51.36,
35,2970,24-JAN-02,3,351,1,52.02,
123,27,24-JAN-02,3,351,1,57.86,
123,654,24-JAN-02,3,351,1,57.86,
123,2545,24-JAN-02,3,351,1,57.86,
123,2580,24-JAN-02,3,351,1,57.86,
123,2946,24-JAN-02,3,351,1,57.86,
123,3211,24-JAN-02,3,351,1,57.86,
123,6205,24-JAN-02,3,351,1,57.86,
123,6511,24-JAN-02,3,351,1,57.86,
123,6930,24-JAN-02,3,351,1,57.86,
123,7390,24-JAN-02,3,351,1,57.86,
123,9041,24-JAN-02,3,351,1,57.86,
123,9238,24-JAN-02,3,351,1,57.86,
123,10795,24-JAN-02,3,351,1,57.86,
123,10965,24-JAN-02,3,351,1,57.86,
123,11942,24-JAN-02,3,351,1,57.86,
123,13455,24-JAN-02,3,351,1,57.86,
123,43773,24-JAN-02,3,351,1,57.86,
37,2470,24-JAN-02,3,351,1,60.2,
37,2580,24-JAN-02,3,351,1,60.2,
37,3060,24-JAN-02,3,351,1,60.2,
37,6930,24-JAN-02,3,351,1,60.2,
37,6940,24-JAN-02,3,351,1,60.2,
37,7390,24-JAN-02,3,351,1,60.2,
37,13440,24-JAN-02,3,351,1,60.2,
24,3956,24-JAN-02,3,351,1,61.31,
32,1223,24-JAN-02,3,351,1,68.16,
32,2970,24-JAN-02,3,351,1,68.16,
32,3956,24-JAN-02,3,351,1,68.16,
115,654,24-JAN-02,3,351,1,9.66,
115,1914,24-JAN-02,3,351,1,9.66,
115,2182,24-JAN-02,3,351,1,9.66,
45,6930,24-JAN-02,3,351,1,47.74,
45,8102,24-JAN-02,3,351,1,47.74,
45,8423,24-JAN-02,3,351,1,47.74,
45,10795,24-JAN-02,3,351,1,47.74,
45,10965,24-JAN-02,3,351,1,47.74,
45,11942,24-JAN-02,3,351,1,47.74,
45,13440,24-JAN-02,3,351,1,47.74,
40,1782,24-JAN-02,3,351,1,48.56,
40,2470,24-JAN-02,3,351,1,48.56,
40,2580,24-JAN-02,3,351,1,48.56,
40,3060,24-JAN-02,3,351,1,48.56,
40,3130,24-JAN-02,3,351,1,48.56,
40,4093,24-JAN-02,3,351,1,48.56,
40,4935,24-JAN-02,3,351,1,48.56,
40,5643,24-JAN-02,3,351,1,48.56,
40,6205,24-JAN-02,3,351,1,48.56,
40,6930,24-JAN-02,3,351,1,48.56,
40,6940,24-JAN-02,3,351,1,48.56,
40,7390,24-JAN-02,3,351,1,48.56,
40,8102,24-JAN-02,3,351,1,48.56,
40,8423,24-JAN-02,3,351,1,48.56,
40,10795,24-JAN-02,3,351,1,48.56,
40,10965,24-JAN-02,3,351,1,48.56,
40,11942,24-JAN-02,3,351,1,48.56,
40,13440,24-JAN-02,3,351,1,48.56,
40,43773,24-JAN-02,3,351,1,48.56,
44,2470,24-JAN-02,3,351,1,48.58,
44,2580,24-JAN-02,3,351,1,48.58,
44,3060,24-JAN-02,3,351,1,48.58,
44,4093,24-JAN-02,3,351,1,48.58,
44,11942,24-JAN-02,3,351,1,48.58,
44,13440,24-JAN-02,3,351,1,48.58,
41,1782,24-JAN-02,3,351,1,48.65,
41,2470,24-JAN-02,3,351,1,48.65,
41,2580,24-JAN-02,3,351,1,48.65,
41,3060,24-JAN-02,3,351,1,48.65,
41,3130,24-JAN-02,3,351,1,48.65,
41,4093,24-JAN-02,3,351,1,48.65,
41,8102,24-JAN-02,3,351,1,48.65,
41,10795,24-JAN-02,3,351,1,48.65,
41,11942,24-JAN-02,3,351,1,48.65,
41,13440,24-JAN-02,3,351,1,48.65,
42,1782,24-JAN-02,3,351,1,48.77,
42,2470,24-JAN-02,3,351,1,48.77,
42,2580,24-JAN-02,3,351,1,48.77,
42,3060,24-JAN-02,3,351,1,48.77,
42,3130,24-JAN-02,3,351,1,48.77,
42,4093,24-JAN-02,3,351,1,48.77,
42,5643,24-JAN-02,3,351,1,48.77,
42,6930,24-JAN-02,3,351,1,48.77,
42,8102,24-JAN-02,3,351,1,48.77,
42,11942,24-JAN-02,3,351,1,48.77,
42,13440,24-JAN-02,3,351,1,48.77,
42,39620,24-JAN-02,3,351,1,48.77,
43,1782,24-JAN-02,3,351,1,48.8,
43,2470,24-JAN-02,3,351,1,48.8,
43,3060,24-JAN-02,3,351,1,48.8,
43,4093,24-JAN-02,3,351,1,48.8,
43,6930,24-JAN-02,3,351,1,48.8,
43,11942,24-JAN-02,3,351,1,48.8,
43,13440,24-JAN-02,3,351,1,48.8,
120,405,24-JAN-02,3,351,1,51.36,
120,551,24-JAN-02,3,351,1,51.36,
120,1321,24-JAN-02,3,351,1,51.36,
48,27,24-JAN-02,3,351,1,12,
48,654,24-JAN-02,3,351,1,12,
48,1284,24-JAN-02,3,351,1,12,
48,1321,24-JAN-02,3,351,1,12,
48,1782,24-JAN-02,3,351,1,12,
48,1798,24-JAN-02,3,351,1,12,
48,2101,24-JAN-02,3,351,1,12,
48,2470,24-JAN-02,3,351,1,12,
48,2532,24-JAN-02,3,351,1,12,
48,3060,24-JAN-02,3,351,1,12,
48,3130,24-JAN-02,3,351,1,12,
48,3474,24-JAN-02,3,351,1,12,
48,4093,24-JAN-02,3,351,1,12,
48,4849,24-JAN-02,3,351,1,12,
48,6016,24-JAN-02,3,351,1,12,
48,6073,24-JAN-02,3,351,1,12,
48,6205,24-JAN-02,3,351,1,12,
48,6511,24-JAN-02,3,351,1,12,
48,6658,24-JAN-02,3,351,1,12,
48,6841,24-JAN-02,3,351,1,12,
48,6930,24-JAN-02,3,351,1,12,
48,7526,24-JAN-02,3,351,1,12,
48,8102,24-JAN-02,3,351,1,12,
48,9041,24-JAN-02,3,351,1,12,
48,9238,24-JAN-02,3,351,1,12,
48,10584,24-JAN-02,3,351,1,12,
48,10795,24-JAN-02,3,351,1,12,
48,11201,24-JAN-02,3,351,1,12,
48,11942,24-JAN-02,3,351,1,12,
48,13187,24-JAN-02,3,351,1,12,
48,13440,24-JAN-02,3,351,1,12,
48,30787,24-JAN-02,3,351,1,12,
48,43773,24-JAN-02,3,351,1,12,
119,654,24-JAN-02,3,351,1,7.21,
119,2182,24-JAN-02,3,351,1,7.21,
119,2580,24-JAN-02,3,351,1,7.21,
119,3332,24-JAN-02,3,351,1,7.21,
119,5643,24-JAN-02,3,351,1,7.21,
119,6930,24-JAN-02,3,351,1,7.21,
119,7390,24-JAN-02,3,351,1,7.21,
119,11192,24-JAN-02,3,351,1,7.21,
119,11942,24-JAN-02,3,351,1,7.21,
117,654,24-JAN-02,3,351,1,9.28,
117,1597,24-JAN-02,3,351,1,9.28,
117,2182,24-JAN-02,3,351,1,9.28,
117,2592,24-JAN-02,3,351,1,9.28,
117,2816,24-JAN-02,3,351,1,9.28,
117,3220,24-JAN-02,3,351,1,9.28,
117,3332,24-JAN-02,3,351,1,9.28,
117,5643,24-JAN-02,3,351,1,9.28,
117,6930,24-JAN-02,3,351,1,9.28,
117,7390,24-JAN-02,3,351,1,9.28,
117,11192,24-JAN-02,3,351,1,9.28,
117,11942,24-JAN-02,3,351,1,9.28,
117,32860,24-JAN-02,3,351,1,9.28,
33,936,24-JAN-02,3,351,1,44.3,
33,1223,24-JAN-02,3,351,1,44.3,
33,2970,24-JAN-02,3,351,1,44.3,
45,1782,24-JAN-02,3,351,1,47.74,
45,2470,24-JAN-02,3,351,1,47.74,
45,2545,24-JAN-02,3,351,1,47.74,
45,3060,24-JAN-02,3,351,1,47.74,
45,4093,24-JAN-02,3,351,1,47.74,
45,5643,24-JAN-02,3,351,1,47.74,
148,6877,23-JAN-02,2,999,1,23.28,
148,7488,23-JAN-02,2,999,1,23.28,
148,8475,23-JAN-02,2,999,1,23.28,
148,10007,23-JAN-02,4,999,1,21.98,
148,10007,23-JAN-02,2,999,1,23.28,
148,12447,23-JAN-02,2,999,1,23.28,
148,13845,23-JAN-02,2,999,1,23.28,
148,22292,23-JAN-02,2,999,1,23.28,
148,27323,23-JAN-02,2,999,1,23.28,
148,27323,23-JAN-02,4,999,1,21.98,
146,4547,23-JAN-02,2,999,1,12.88,
146,5865,23-JAN-02,4,999,1,12.62,
146,5949,23-JAN-02,2,999,1,12.88,
146,7651,23-JAN-02,4,999,1,12.62,
146,7651,23-JAN-02,2,999,1,12.88,
146,8475,23-JAN-02,2,999,1,12.88,
146,10007,23-JAN-02,2,999,1,12.88,
146,12447,23-JAN-02,2,999,1,12.88,
146,13845,23-JAN-02,4,999,1,12.62,
146,13845,23-JAN-02,2,999,1,12.88,
146,15427,23-JAN-02,2,999,1,12.88,
146,22292,23-JAN-02,2,999,1,12.88,
146,22292,23-JAN-02,4,999,1,12.62,
146,27323,23-JAN-02,2,999,1,12.88,
147,369,23-JAN-02,2,999,1,7.94,
147,982,23-JAN-02,2,999,1,7.94,
147,1121,23-JAN-02,4,999,1,7.38,
147,2342,23-JAN-02,2,999,1,7.94,
147,2346,23-JAN-02,4,999,1,7.38,
147,2491,23-JAN-02,4,999,1,7.38,
147,2611,23-JAN-02,2,999,1,7.94,
147,2655,23-JAN-02,4,999,1,7.38,
147,2816,23-JAN-02,2,999,1,7.94,
147,3006,23-JAN-02,2,999,1,7.94,
147,3667,23-JAN-02,4,999,1,7.38,
147,3667,23-JAN-02,2,999,1,7.94,
147,4197,23-JAN-02,2,999,1,7.94,
147,4201,23-JAN-02,2,999,1,7.94,
147,5865,23-JAN-02,4,999,1,7.38,
147,5949,23-JAN-02,2,999,1,7.94,
147,6877,23-JAN-02,2,999,1,7.94,
147,7488,23-JAN-02,2,999,1,7.94,
147,7651,23-JAN-02,2,999,1,7.94,
147,8475,23-JAN-02,2,999,1,7.94,
147,10007,23-JAN-02,4,999,1,7.38,
147,10007,23-JAN-02,2,999,1,7.94,
147,11395,23-JAN-02,4,999,1,7.38,
147,12326,23-JAN-02,2,999,1,7.94,
147,12447,23-JAN-02,2,999,1,7.94,
147,12447,23-JAN-02,4,999,1,7.38,
147,13845,23-JAN-02,2,999,1,7.94,
147,22292,23-JAN-02,2,999,1,7.94,
147,27323,23-JAN-02,2,999,1,7.94,
148,116,23-JAN-02,4,999,1,21.98,
148,369,23-JAN-02,2,999,1,23.28,
148,982,23-JAN-02,2,999,1,23.28,
148,2243,23-JAN-02,4,999,1,21.98,
148,2346,23-JAN-02,4,999,1,21.98,
148,2349,23-JAN-02,2,999,1,23.28,
148,2453,23-JAN-02,2,999,1,23.28,
148,2491,23-JAN-02,4,999,1,21.98,
148,2611,23-JAN-02,2,999,1,23.28,
148,2655,23-JAN-02,2,999,1,23.28,
148,2816,23-JAN-02,2,999,1,23.28,
148,3006,23-JAN-02,2,999,1,23.28,
148,3006,23-JAN-02,4,999,1,21.98,
148,3667,23-JAN-02,2,999,1,23.28,
148,4197,23-JAN-02,2,999,1,23.28,
148,4201,23-JAN-02,2,999,1,23.28,
148,4317,23-JAN-02,4,999,1,21.98,
148,4317,23-JAN-02,2,999,1,23.28,
148,5865,23-JAN-02,4,999,1,21.98,
148,5949,23-JAN-02,4,999,1,21.98,
148,5949,23-JAN-02,2,999,1,23.28,
141,27323,23-JAN-02,2,999,1,31.75,
141,27323,23-JAN-02,4,999,1,30.93,
142,190,23-JAN-02,4,999,1,20.78,
142,447,23-JAN-02,2,999,1,21.2,
142,2342,23-JAN-02,4,999,1,20.78,
142,2346,23-JAN-02,4,999,1,20.78,
142,2349,23-JAN-02,2,999,1,21.2,
142,2491,23-JAN-02,4,999,1,20.78,
142,3006,23-JAN-02,4,999,1,20.78,
142,3667,23-JAN-02,2,999,1,21.2,
142,4317,23-JAN-02,4,999,1,20.78,
142,8475,23-JAN-02,2,999,1,21.2,
142,9556,23-JAN-02,2,999,1,21.2,
142,12447,23-JAN-02,4,999,1,20.78,
142,22292,23-JAN-02,4,999,1,20.78,
143,2346,23-JAN-02,4,999,1,20.65,
143,2491,23-JAN-02,4,999,1,20.65,
143,2577,23-JAN-02,2,999,1,20.86,
143,2611,23-JAN-02,4,999,1,20.65,
143,3667,23-JAN-02,4,999,1,20.65,
143,4201,23-JAN-02,4,999,1,20.65,
143,4201,23-JAN-02,2,999,1,20.86,
143,4317,23-JAN-02,4,999,1,20.65,
143,5479,23-JAN-02,2,999,1,20.86,
143,10007,23-JAN-02,4,999,1,20.65,
143,12447,23-JAN-02,4,999,1,20.65,
143,27323,23-JAN-02,2,999,1,20.86,
143,27323,23-JAN-02,4,999,1,20.65,
144,447,23-JAN-02,4,999,1,7.63,
144,3667,23-JAN-02,2,999,1,7.79,
144,4201,23-JAN-02,2,999,1,7.79,
144,4201,23-JAN-02,4,999,1,7.63,
144,4317,23-JAN-02,4,999,1,7.63,
144,5905,23-JAN-02,2,999,1,7.79,
144,12447,23-JAN-02,4,999,1,7.63,
144,22292,23-JAN-02,2,999,1,7.79,
144,27323,23-JAN-02,2,999,1,7.79,
144,27323,23-JAN-02,4,999,1,7.63,
145,2342,23-JAN-02,2,999,1,11.56,
145,2491,23-JAN-02,4,999,1,11.22,
145,2611,23-JAN-02,2,999,1,11.56,
145,3006,23-JAN-02,4,999,1,11.22,
145,3006,23-JAN-02,2,999,1,11.56,
145,3667,23-JAN-02,4,999,1,11.22,
145,4197,23-JAN-02,4,999,1,11.22,
145,4201,23-JAN-02,4,999,1,11.22,
145,5905,23-JAN-02,2,999,1,11.56,
145,7651,23-JAN-02,2,999,1,11.56,
145,8475,23-JAN-02,2,999,1,11.56,
145,10007,23-JAN-02,2,999,1,11.56,
145,15427,23-JAN-02,4,999,1,11.22,
145,27323,23-JAN-02,4,999,1,11.22,
146,2154,23-JAN-02,2,999,1,12.88,
146,2342,23-JAN-02,2,999,1,12.88,
146,2346,23-JAN-02,4,999,1,12.62,
146,2349,23-JAN-02,2,999,1,12.88,
146,2453,23-JAN-02,2,999,1,12.88,
146,2816,23-JAN-02,2,999,1,12.88,
146,3006,23-JAN-02,2,999,1,12.88,
146,3006,23-JAN-02,4,999,1,12.62,
146,3667,23-JAN-02,2,999,1,12.88,
146,4201,23-JAN-02,4,999,1,12.62,
146,4201,23-JAN-02,2,999,1,12.88,
146,4317,23-JAN-02,2,999,1,12.88,
147,2243,23-JAN-02,3,351,1,7.94,
147,2325,23-JAN-02,3,351,1,7.94,
147,2342,23-JAN-02,3,351,1,7.94,
147,2453,23-JAN-02,3,351,1,7.94,
147,2484,23-JAN-02,3,351,1,7.94,
147,2655,23-JAN-02,3,351,1,7.94,
147,3006,23-JAN-02,3,351,1,7.94,
147,3667,23-JAN-02,3,351,1,7.94,
147,4197,23-JAN-02,3,351,1,7.94,
147,4317,23-JAN-02,3,351,1,7.94,
147,4501,23-JAN-02,3,351,1,7.94,
147,4547,23-JAN-02,3,351,1,7.94,
147,5905,23-JAN-02,3,351,1,7.94,
147,7201,23-JAN-02,3,351,1,7.94,
147,7488,23-JAN-02,3,351,1,7.94,
147,7651,23-JAN-02,3,351,1,7.94,
147,10007,23-JAN-02,3,351,1,7.94,
147,12447,23-JAN-02,3,351,1,7.94,
147,13845,23-JAN-02,3,351,1,7.94,
147,15427,23-JAN-02,3,351,1,7.94,
147,22292,23-JAN-02,3,351,1,7.94,
147,27323,23-JAN-02,3,351,1,7.94,
148,369,23-JAN-02,3,351,1,23.14,
148,447,23-JAN-02,3,351,1,23.14,
148,982,23-JAN-02,3,351,1,23.14,
148,2342,23-JAN-02,3,351,1,23.14,
148,2611,23-JAN-02,3,351,1,23.14,
148,2816,23-JAN-02,3,351,1,23.14,
148,3667,23-JAN-02,3,351,1,23.14,
148,4197,23-JAN-02,3,351,1,23.14,
148,4317,23-JAN-02,3,351,1,23.14,
148,4547,23-JAN-02,3,351,1,23.14,
148,5905,23-JAN-02,3,351,1,23.14,
148,7201,23-JAN-02,3,351,1,23.14,
148,7651,23-JAN-02,3,351,1,23.14,
148,8475,23-JAN-02,3,351,1,23.14,
148,10007,23-JAN-02,3,351,1,23.14,
148,12447,23-JAN-02,3,351,1,23.14,
148,13845,23-JAN-02,3,351,1,23.14,
148,15427,23-JAN-02,3,351,1,23.14,
148,27323,23-JAN-02,3,351,1,23.14,
148,31449,23-JAN-02,3,351,1,23.14,
140,13845,23-JAN-02,2,999,1,32.06,
140,22292,23-JAN-02,2,999,1,32.06,
140,27323,23-JAN-02,2,999,1,32.06,
140,27323,23-JAN-02,4,999,1,31.74,
141,447,23-JAN-02,2,999,1,31.75,
141,2342,23-JAN-02,2,999,1,31.75,
141,2491,23-JAN-02,2,999,1,31.75,
141,2816,23-JAN-02,2,999,1,31.75,
141,3006,23-JAN-02,2,999,1,31.75,
141,3512,23-JAN-02,2,999,1,31.75,
141,3512,23-JAN-02,4,999,1,30.93,
141,3667,23-JAN-02,4,999,1,30.93,
141,3667,23-JAN-02,2,999,1,31.75,
141,4201,23-JAN-02,2,999,1,31.75,
141,4317,23-JAN-02,4,999,1,30.93,
141,4317,23-JAN-02,2,999,1,31.75,
141,5905,23-JAN-02,2,999,1,31.75,
141,7651,23-JAN-02,4,999,1,30.93,
141,7651,23-JAN-02,2,999,1,31.75,
141,10007,23-JAN-02,2,999,1,31.75,
141,12447,23-JAN-02,4,999,1,30.93,
141,12447,23-JAN-02,2,999,1,31.75,
143,27323,23-JAN-02,3,351,1,20.86,
144,2154,23-JAN-02,3,351,1,7.87,
144,2342,23-JAN-02,3,351,1,7.87,
144,2453,23-JAN-02,3,351,1,7.87,
144,2611,23-JAN-02,3,351,1,7.87,
144,3667,23-JAN-02,3,351,1,7.87,
144,4197,23-JAN-02,3,351,1,7.87,
144,4201,23-JAN-02,3,351,1,7.87,
144,4317,23-JAN-02,3,351,1,7.87,
144,5905,23-JAN-02,3,351,1,7.87,
144,7488,23-JAN-02,3,351,1,7.87,
144,7651,23-JAN-02,3,351,1,7.87,
144,8475,23-JAN-02,3,351,1,7.87,
144,10007,23-JAN-02,3,351,1,7.87,
144,12447,23-JAN-02,3,351,1,7.87,
144,27323,23-JAN-02,3,351,1,7.87,
145,982,23-JAN-02,3,351,1,11.68,
145,2154,23-JAN-02,3,351,1,11.68,
145,2325,23-JAN-02,3,351,1,11.68,
145,2342,23-JAN-02,3,351,1,11.68,
145,2611,23-JAN-02,3,351,1,11.68,
145,2655,23-JAN-02,3,351,1,11.68,
145,2816,23-JAN-02,3,351,1,11.68,
145,3006,23-JAN-02,3,351,1,11.68,
145,3667,23-JAN-02,3,351,1,11.68,
145,4197,23-JAN-02,3,351,1,11.68,
145,4547,23-JAN-02,3,351,1,11.68,
145,5949,23-JAN-02,3,351,1,11.68,
145,6877,23-JAN-02,3,351,1,11.68,
145,7201,23-JAN-02,3,351,1,11.68,
145,7488,23-JAN-02,3,351,1,11.68,
145,7651,23-JAN-02,3,351,1,11.68,
145,8475,23-JAN-02,3,351,1,11.68,
145,10856,23-JAN-02,3,351,1,11.68,
145,13845,23-JAN-02,3,351,1,11.68,
145,22292,23-JAN-02,3,351,1,11.68,
146,982,23-JAN-02,3,351,1,12.88,
146,1937,23-JAN-02,3,351,1,12.88,
146,2154,23-JAN-02,3,351,1,12.88,
146,2243,23-JAN-02,3,351,1,12.88,
146,2325,23-JAN-02,3,351,1,12.88,
146,2342,23-JAN-02,3,351,1,12.88,
146,2453,23-JAN-02,3,351,1,12.88,
146,2484,23-JAN-02,3,351,1,12.88,
146,2655,23-JAN-02,3,351,1,12.88,
146,2816,23-JAN-02,3,351,1,12.88,
146,3006,23-JAN-02,3,351,1,12.88,
146,4197,23-JAN-02,3,351,1,12.88,
146,4317,23-JAN-02,3,351,1,12.88,
146,5905,23-JAN-02,3,351,1,12.88,
146,5949,23-JAN-02,3,351,1,12.88,
146,7201,23-JAN-02,3,351,1,12.88,
146,10007,23-JAN-02,3,351,1,12.88,
146,12447,23-JAN-02,3,351,1,12.88,
146,13333,23-JAN-02,3,351,1,12.88,
146,15427,23-JAN-02,3,351,1,12.88,
146,22292,23-JAN-02,3,351,1,12.88,
146,27323,23-JAN-02,3,351,1,12.88,
146,31449,23-JAN-02,3,351,1,12.88,
147,302,23-JAN-02,3,351,1,7.94,
147,369,23-JAN-02,3,351,1,7.94,
147,982,23-JAN-02,3,351,1,7.94,
147,1937,23-JAN-02,3,351,1,7.94,
147,2154,23-JAN-02,3,351,1,7.94,
140,7651,23-JAN-02,4,999,1,31.74,
140,8475,23-JAN-02,2,999,1,32.06,
140,10007,23-JAN-02,4,999,1,31.74,
140,10856,23-JAN-02,2,999,1,32.06,
140,12207,23-JAN-02,4,999,1,31.74,
140,12447,23-JAN-02,4,999,1,31.74,
140,12447,23-JAN-02,2,999,1,32.06,
140,13845,23-JAN-02,3,351,1,32.06,
140,15427,23-JAN-02,3,351,1,32.06,
140,22292,23-JAN-02,3,351,1,32.06,
140,27323,23-JAN-02,3,351,1,32.06,
141,269,23-JAN-02,3,351,1,31.56,
141,369,23-JAN-02,3,351,1,31.56,
141,982,23-JAN-02,3,351,1,31.56,
141,2243,23-JAN-02,3,351,1,31.56,
141,2342,23-JAN-02,3,351,1,31.56,
141,2453,23-JAN-02,3,351,1,31.56,
141,2611,23-JAN-02,3,351,1,31.56,
141,2816,23-JAN-02,3,351,1,31.56,
141,3006,23-JAN-02,3,351,1,31.56,
141,3512,23-JAN-02,3,351,1,31.56,
141,3667,23-JAN-02,3,351,1,31.56,
141,4197,23-JAN-02,3,351,1,31.56,
141,4317,23-JAN-02,3,351,1,31.56,
141,4547,23-JAN-02,3,351,1,31.56,
141,5905,23-JAN-02,3,351,1,31.56,
141,5949,23-JAN-02,3,351,1,31.56,
141,7488,23-JAN-02,3,351,1,31.56,
141,7651,23-JAN-02,3,351,1,31.56,
141,11395,23-JAN-02,3,351,1,31.56,
141,12447,23-JAN-02,3,351,1,31.56,
141,15427,23-JAN-02,3,351,1,31.56,
141,22292,23-JAN-02,3,351,1,31.56,
141,27323,23-JAN-02,3,351,1,31.56,
142,982,23-JAN-02,3,351,1,20.78,
142,2342,23-JAN-02,3,351,1,20.78,
142,2349,23-JAN-02,3,351,1,20.78,
142,2453,23-JAN-02,3,351,1,20.78,
142,2611,23-JAN-02,3,351,1,20.78,
142,2816,23-JAN-02,3,351,1,20.78,
142,3006,23-JAN-02,3,351,1,20.78,
142,3667,23-JAN-02,3,351,1,20.78,
142,4197,23-JAN-02,3,351,1,20.78,
142,5905,23-JAN-02,3,351,1,20.78,
142,8302,23-JAN-02,3,351,1,20.78,
142,8475,23-JAN-02,3,351,1,20.78,
142,10007,23-JAN-02,3,351,1,20.78,
142,10856,23-JAN-02,3,351,1,20.78,
142,12447,23-JAN-02,3,351,1,20.78,
142,13845,23-JAN-02,3,351,1,20.78,
142,22292,23-JAN-02,3,351,1,20.78,
142,34834,23-JAN-02,3,351,1,20.78,
143,982,23-JAN-02,3,351,1,20.86,
143,2154,23-JAN-02,3,351,1,20.86,
143,2342,23-JAN-02,3,351,1,20.86,
143,2816,23-JAN-02,3,351,1,20.86,
143,3006,23-JAN-02,3,351,1,20.86,
143,4317,23-JAN-02,3,351,1,20.86,
143,5905,23-JAN-02,3,351,1,20.86,
143,7488,23-JAN-02,3,351,1,20.86,
143,7651,23-JAN-02,3,351,1,20.86,
143,8475,23-JAN-02,3,351,1,20.86,
143,10007,23-JAN-02,3,351,1,20.86,
143,13845,23-JAN-02,3,351,1,20.86,
139,10007,23-JAN-02,3,351,1,20.2,
139,10856,23-JAN-02,3,351,1,20.2,
139,13845,23-JAN-02,3,351,1,20.2,
139,15427,23-JAN-02,3,351,1,20.2,
139,22292,23-JAN-02,3,351,1,20.2,
139,27323,23-JAN-02,3,351,1,20.2,
140,369,23-JAN-02,3,351,1,32.06,
140,982,23-JAN-02,3,351,1,32.06,
140,2243,23-JAN-02,3,351,1,32.06,
140,2453,23-JAN-02,3,351,1,32.06,
140,2484,23-JAN-02,3,351,1,32.06,
140,2611,23-JAN-02,3,351,1,32.06,
140,2655,23-JAN-02,3,351,1,32.06,
140,2816,23-JAN-02,3,351,1,32.06,
140,3006,23-JAN-02,3,351,1,32.06,
140,4197,23-JAN-02,3,351,1,32.06,
140,4317,23-JAN-02,3,351,1,32.06,
140,4501,23-JAN-02,3,351,1,32.06,
140,4547,23-JAN-02,3,351,1,32.06,
140,4777,23-JAN-02,3,351,1,32.06,
140,5905,23-JAN-02,3,351,1,32.06,
140,5949,23-JAN-02,3,351,1,32.06,
140,6877,23-JAN-02,3,351,1,32.06,
140,7201,23-JAN-02,3,351,1,32.06,
140,7488,23-JAN-02,3,351,1,32.06,
140,7651,23-JAN-02,3,351,1,32.06,
140,8475,23-JAN-02,3,351,1,32.06,
140,10007,23-JAN-02,3,351,1,32.06,
140,10856,23-JAN-02,3,351,1,32.06,
